# UEB Appendix 2「Word List」— Section 10（縮約）の用例語と、その点字・適用規則。
# 出典: The Rules of Unified English Braille, Third Edition 2024 (ICEB)
#   https://iceb.org/wp-content/uploads/2025/10/Rules-of-Unified-English-Braille-2024.pdf
#   ICEB により Creative Commons ライセンスで公開されている。
# 用途: 英語点訳エンジンの回帰コーパス（tests/ueb_appendix2.rs）。
# 列: 原文 <TAB> 期待する点字 <TAB> 規則番号
freedom	⠋⠗⠑⠫⠕⠍	10.4.1, 10.11.7
Friday	⠠⠋⠗⠊⠐⠙	10.7.1
Friendly Islands	⠠⠋⠗⠇⠽ ⠠⠊⠎⠇⠯⠎	10.9.2
friend(s)	⠋⠗⠊⠢⠙⠐⠣⠎⠐⠜	10.9.5
friendy	⠋⠗⠊⠢⠙⠽	10.9.2
fro-ing	⠋⠗⠕⠤⠔⠛	10.4.3
froward	⠋⠗⠪⠜⠙	10.11.5
fruity	⠋⠗⠥⠊⠞⠽	10.8.3, 10.11.7
furthest	⠋⠥⠗⠮⠌	10.3.1
Galahad	⠠⠛⠁⠇⠁⠸⠓	10.7.3
gasometer	⠛⠁⠎⠕⠍⠑⠞⠻	10.7.7, 10.11.5
gathered	⠛⠁⠮⠗⠫	10.10.3
Gaylord	⠠⠛⠁⠽⠐⠇	10.7.1
G'day	⠠⠛⠄⠐⠙	10.7.1
geanticline	⠛⠑⠁⠝⠞⠊⠉⠇⠔⠑	10.6.7
genealogy	⠛⠢⠂⠇⠕⠛⠽	10.6.5, 10.11.7
Geoffrey	⠠⠛⠑⠷⠋⠗⠑⠽	10.3.1
Germany	⠠⠛⠻⠸⠍	10.7.1
ginger	⠛⠬⠻	10.4.1, 10.4.3
gingham	⠛⠬⠓⠁⠍	10.4.1, 10.10.8
GO Train	⠠⠠⠛ ⠠⠞⠗⠁⠔	10.1.3
go-between	⠛⠤⠆⠞	10.9.1
godchildren	⠛⠕⠙⠡⠝	10.9.2
GodChildren's	⠠⠛⠕⠙⠠⠡⠝⠄⠎	10.9.5
godmother	⠛⠕⠙⠐⠍	10.7.1
Goering	⠠⠛⠕⠻⠬	10.4.1, 10.11.9
goin'	⠛⠕⠔⠄	10.6.8
Goodacre	⠠⠛⠕⠕⠙⠁⠉⠗⠑	10.9.3
goodafternoon	⠛⠙⠁⠋⠝	10.9.2
good-bye	⠛⠙⠤⠃⠽⠑	10.9.1
Goodena	⠠⠛⠕⠕⠙⠢⠁	10.9.3
Goodge	⠠⠛⠙⠛⠑	10.9.3
governess	⠛⠕⠧⠻⠰⠎	10.8.1, 10.11.7
grandad	⠛⠗⠯⠁⠙	10.3.1
grandchild	⠛⠗⠯⠡⠊⠇⠙	10.2.1
grandfather	⠛⠗⠯⠐⠋	10.7.1
grandmother	⠛⠗⠯⠐⠍	10.3.1
grasshopper	⠛⠗⠁⠎⠎⠓⠕⠏⠏⠻	10.11.1
Greatford	⠠⠛⠗⠞⠿⠙	10.9.3
GreatGrandChild	⠘⠂⠠⠛⠗⠂⠞⠘⠄⠠⠛⠗⠯⠠⠡⠊⠇⠙	10.9.4
greatgreatgrandchildren	⠛⠗⠞⠛⠗⠞⠛⠗⠯⠡⠝	10.9.3
GREATgreatGrandChildren	⠠⠠⠛⠗⠞⠠⠄⠛⠗⠞⠠⠛⠗⠯⠠⠡⠝	10.9.4
Greatorex	⠠⠛⠗⠞⠕⠗⠑⠭	10.9.3
Grtsamada	⠰⠠⠛⠗⠞⠎⠁⠍⠁⠙⠁	10.9.8
Gruenfeld	⠠⠛⠗⠥⠢⠋⠑⠇⠙	10.11.9
Guinevere	⠠⠛⠥⠔⠑⠧⠻⠑	10.7.4
Guinness	⠠⠛⠥⠔⠰⠎	10.8.1
haddock	⠸⠓⠙⠕⠉⠅	10.7.3
Haddon	⠠⠸⠓⠙⠕⠝	10.7.3
had-enough	⠸⠓⠤⠢	10.5.2
Hades	⠠⠓⠁⠙⠑⠎	10.7.3
hadji	⠸⠓⠚⠊	10.7.3
Hadley	⠠⠸⠓⠇⠑⠽	10.7.3
hadn't	⠸⠓⠝⠄⠞	10.7.3
Hadrian	⠠⠓⠁⠙⠗⠊⠁⠝	10.7.3
handsome	⠓⠯⠐⠎	10.7.7
handsomer	⠓⠯⠐⠎⠗	10.7.7
Hanseatic	⠠⠓⠁⠝⠎⠂⠞⠊⠉	10.6.5
happiness	⠓⠁⠏⠏⠊⠰⠎	10.10.2
have-nots	⠓⠤⠝⠕⠞⠎	10.1.1
haven't	⠓⠁⠧⠢⠄⠞	10.6.8
haves	⠓⠁⠧⠑⠎	10.1.1
head	⠓⠂⠙	10.6.5
heart	⠓⠑⠜⠞	10.10.5
heartsease	⠓⠑⠜⠞⠎⠂⠎⠑	10.11.6
heatheness	⠓⠂⠮⠝⠑⠎⠎	10.8.4
henna	⠓⠢⠝⠁	10.6.8
hereabout	⠐⠓⠁⠃	10.7.5
hereabouts	⠐⠓⠁⠃⠎	10.9.5
heredity	⠓⠻⠫⠰⠽	10.7.5, 10.10.7
Hereford (city)	⠠⠓⠻⠑⠿⠙ ⠐⠣⠉⠰⠽⠐⠜	10.7.5
hereinbefore	⠐⠓⠔⠃⠑⠿⠑	10.9.2
hereinbelow	⠐⠓⠔⠃⠑⠇⠪	10.9.2
hereupon	⠐⠓⠘⠥	10.7.2
herewith	⠐⠓⠾	10.7.5
Herf gun	⠠⠓⠑⠗⠋ ⠛⠥⠝	10.9.6
Hermione	⠠⠓⠻⠍⠊⠕⠝⠑	10.7.6
hideaway	⠓⠊⠙⠑⠁⠺⠁⠽	10.6.5, 10.11.1
hierarchy	⠓⠊⠻⠜⠡⠽	10.4.1
Higham	⠠⠓⠊⠣⠁⠍	10.11.2, 10.11.7
Himalayas	⠠⠓⠊⠍⠁⠇⠁⠽⠁⠎	10.9.2
hims	⠓⠊⠍⠎	10.9.5
his-and-hers	⠓⠊⠎⠤⠯⠤⠓⠻⠎	10.5.1
hm	⠰⠓⠍	10.9.7
hoity-toity	⠓⠕⠊⠞⠽⠤⠞⠕⠊⠞⠽	10.8.3
honey	⠓⠐⠕⠽	10.7.6
Houghton	⠠⠓⠐⠳⠕⠝	10.7.1
hypotheses	⠓⠽⠏⠕⠮⠎⠑⠎	10.7.2, 10.10.8
ideas	⠊⠙⠂⠎	10.6.5, 10.11.8
imagery	⠊⠍⠁⠛⠻⠽	10.11.7
impartial	⠊⠍⠐⠏⠊⠁⠇	10.7.1
inbetween	⠔⠃⠑⠞⠺⠑⠢	10.9.2
Inc.	⠠⠔⠉⠲	10.6.8
incline	⠔⠉⠇⠔⠑	10.6.8
incongruity	⠔⠉⠰⠛⠗⠥⠰⠽	10.11.6
incongruous	⠔⠉⠰⠛⠗⠥⠳⠎	10.8.1, 10.11.6
inconvenient	⠔⠉⠕⠝⠧⠢⠊⠢⠞	10.6.1
in-depth	⠔⠤⠙⠑⠏⠹	10.5.3
indiarubber	⠔⠙⠊⠁⠗⠥⠆⠻	10.11.1
indistinct	⠔⠙⠊⠌⠔⠉⠞	10.6.1, 10.11.6
indistinguishable	⠔⠙⠊⠌⠬⠥⠊⠩⠁⠃⠇⠑	10.11.6
Indonesia	⠠⠔⠙⠕⠝⠑⠎⠊⠁	10.7.6
inessential	⠔⠑⠎⠎⠢⠞⠊⠁⠇	10.8.1, 10.11.5
influenceable	⠔⠋⠇⠥⠰⠑⠁⠃⠇⠑	10.8.1, 10.10.6
infrared	⠔⠋⠗⠁⠗⠫	10.11.5
Ingoldsby	⠠⠔⠛⠕⠇⠙⠎⠃⠽	10.4.3
ingot	⠔⠛⠕⠞	10.4.3, 10.6.8
ingredients	⠔⠛⠗⠫⠊⠢⠞⠎	10.4.3
ingrown	⠔⠛⠗⠪⠝	10.4.3
in's	⠔⠄⠎	10.6.8
insofar	⠔⠎⠕⠋⠜	10.3.1, 10.11.1
in't	⠔⠄⠞	10.5.3
into	⠔⠞⠕	10.6.8
irredentist	⠊⠗⠗⠫⠢⠞⠊⠌	10.11.5
irreverence	⠊⠗⠗⠐⠑⠰⠑	10.7.4
isometric	⠊⠎⠕⠍⠑⠞⠗⠊⠉	10.7.7
isothere	⠊⠎⠕⠮⠗⠑	10.7.2
isthmus	⠊⠎⠹⠍⠥⠎	10.10.8
IT (Information Technology)	⠠⠠⠊⠞ ⠐⠣⠠⠔⠿⠍⠁⠰⠝ ⠠⠞⠑⠡⠝⠕⠇⠕⠛⠽⠐⠜	10.1.3
it'd	⠭⠄⠙	10.1.2
it'll	⠭⠄⠇⠇	10.1.2
its	⠭⠎	10.1.2
it's	⠭⠄⠎	10.1.2
Jamestown	⠠⠚⠁⠍⠑⠎⠞⠪⠝	10.11.1
Jones	⠠⠚⠐⠕⠎	10.7.6
Judaean	⠠⠚⠥⠙⠁⠂⠝	10.6.5, 10.11.9
just's	⠚⠄⠎	10.1.2
kettledrum	⠅⠑⠞⠞⠇⠑⠙⠗⠥⠍	10.11.1
kilowatt	⠅⠊⠇⠕⠺⠁⠞⠞	10.4.1, 10.11.5
knighthood	⠅⠝⠊⠣⠞⠓⠕⠕⠙	10.11.2
knowing	⠐⠅⠬	10.7.1
Knowles	⠠⠐⠅⠇⠑⠎	10.7.1
krone	⠅⠗⠕⠝⠑	10.7.6
lament	⠇⠁⠰⠞	10.6.8
laugh	⠇⠁⠥⠣	10.4.1
laundering	⠇⠁⠥⠝⠙⠻⠬	10.7.9
laureate	⠇⠁⠥⠗⠂⠞⠑	10.11.7
Leander	⠠⠇⠑⠯⠻	10.6.5, 10.10.3
lessee	⠇⠑⠎⠎⠑⠑	10.8.1
Letterewe	⠠⠇⠑⠞⠞⠻⠑⠺⠑	10.9.3
Letterkenny	⠠⠇⠗⠅⠢⠝⠽	10.9.3
Letterman	⠠⠇⠗⠍⠁⠝	10.9.2
LetterMen	⠠⠇⠗⠠⠍⠢	10.9.2
LetterWriter	⠠⠇⠗⠠⠺⠗⠊⠞⠻	10.9.4
likeable	⠇⠊⠅⠂⠃⠇⠑	10.11.7
likeness	⠇⠊⠅⠑⠰⠎	10.1.1
likes	⠇⠊⠅⠑⠎	10.1.1
Liliaceae	⠠⠇⠊⠇⠊⠁⠉⠂⠑	10.11.9
limeade	⠇⠊⠍⠑⠁⠙⠑	10.6.5
lineage	⠇⠔⠂⠛⠑	10.6.5, 10.11.7
lineal	⠇⠔⠂⠇	10.11.7
linen	⠇⠔⠢	10.6.10
lingerie	⠇⠬⠻⠊⠑	10.4.1
Linkletter	⠠⠇⠔⠅⠇⠑⠞⠞⠻	10.9.3
lioness	⠇⠊⠕⠰⠎	10.8.1, 10.11.7
listen-in	⠇⠊⠌⠢⠤⠔	10.5.3
Littlearm	⠠⠇⠊⠞⠞⠇⠑⠜⠍	10.9.3
Littleport	⠠⠇⠇⠏⠕⠗⠞	10.9.3
Little Rock	⠠⠇⠇ ⠠⠗⠕⠉⠅	10.9.1
Little-Smythe	⠠⠇⠇⠤⠠⠎⠍⠽⠮	10.9.1
llama	⠇⠇⠁⠍⠁	10.9.8
Llanelli	⠠⠇⠇⠁⠝⠑⠇⠇⠊	10.9.8
LLC	⠰⠠⠠⠇⠇⠉	10.9.8
lofty	⠇⠷⠞⠽	10.3.1
lonesome	⠇⠐⠕⠐⠎	10.7.6
lonesomest	⠇⠐⠕⠐⠎⠌	10.7.7
longevity	⠇⠰⠛⠑⠧⠰⠽	10.8.1
longhand	⠇⠰⠛⠓⠯	10.11.1
lordosis	⠐⠇⠕⠎⠊⠎	10.7.1
lordship	⠐⠇⠩⠊⠏	10.7.1
lowdown	⠇⠪⠙⠪⠝	10.4.1
Lucknow	⠠⠇⠥⠉⠅⠝⠪	10.7.1
maenad	⠍⠁⠢⠁⠙	10.6.8, 10.11.9
mah-jongg	⠍⠁⠓⠤⠚⠰⠛⠛	10.6.5
Makegood	⠠⠍⠁⠅⠑⠛⠕⠕⠙	10.9.3
malediction	⠍⠁⠇⠫⠊⠉⠰⠝	10.4.1, 10.11.5
man-eater	⠍⠁⠝⠤⠑⠁⠞⠻	10.6.5
many-sided	⠸⠍⠤⠎⠊⠙⠫	10.7.1
Marcillat-en-Combraille	⠠⠍⠜⠉⠊⠇⠇⠁⠞⠤⠑⠝⠤⠠⠉⠕⠍⠃⠗⠇	10.9.3
maritime	⠍⠜⠊⠐⠞	10.7.8
Matthew	⠠⠍⠁⠞⠮⠺	10.3.1
McConnell	⠠⠍⠉⠠⠉⠕⠝⠝⠑⠇⠇	10.6.2
McKeever	⠠⠍⠉⠠⠅⠑⠑⠧⠻	10.7.4
meander	⠍⠑⠯⠻	10.3.1, 10.10.2
mecca	⠍⠑⠒⠁	10.6.5
memento	⠍⠑⠰⠞⠕	10.8.1
menhaden	⠍⠢⠓⠁⠙⠢	10.7.3
meningitis	⠍⠢⠬⠊⠞⠊⠎	10.4.1
merchandise	⠍⠻⠡⠯⠊⠎⠑	10.3.1
merchandising	⠍⠻⠡⠯⠊⠎⠬	10.4.1
meringue	⠍⠻⠬⠥⠑	10.4.1
microfilm	⠍⠊⠉⠗⠕⠋⠊⠇⠍	10.3.1, 10.11.5
midwifery	⠍⠊⠙⠺⠊⠋⠻⠽	10.11.7
mileage	⠍⠊⠇⠂⠛⠑	10.11.7
millwright	⠍⠊⠇⠇⠺⠐⠗	10.7.1
Minneapolis	⠠⠍⠔⠝⠂⠏⠕⠇⠊⠎	10.6.5
misconceived	⠍⠊⠎⠉⠕⠝⠉⠑⠊⠧⠫	10.9.2
mishandle	⠍⠊⠎⠓⠯⠇⠑	10.11.2
mishap	⠍⠊⠎⠓⠁⠏	10.11.2
mishear	⠍⠊⠎⠓⠑⠜	10.11.2
mistake	⠍⠊⠌⠁⠅⠑	10.4.1, 10.11.5
mistimed	⠍⠊⠎⠐⠞⠙	10.7.8
mistrust	⠍⠊⠌⠗⠥⠌	10.11.5
misunderstand	⠍⠊⠎⠐⠥⠌⠯	10.7.9
misworded	⠍⠊⠎⠘⠺⠫	10.7.1
m'lord	⠍⠄⠐⠇	10.7.1
mod cons	⠍⠕⠙ ⠒⠎	10.6.4
Monet	⠠⠍⠕⠝⠑⠞	10.7.6
mongoose	⠍⠰⠛⠕⠕⠎⠑	10.8.1
monowheel	⠍⠕⠝⠕⠱⠑⠑⠇	10.4.1
Montenegro	⠠⠍⠕⠝⠞⠢⠑⠛⠗⠕	10.6.8
Monteverdi	⠠⠍⠕⠝⠞⠑⠧⠻⠙⠊	10.7.4
Montreal	⠠⠍⠕⠝⠞⠗⠂⠇	10.6.5
moongod	⠍⠕⠕⠝⠛⠕⠙	10.8.1
more'n	⠍⠕⠗⠑⠄⠝	10.1.2
moreover	⠍⠕⠗⠑⠕⠧⠻	10.1.1
more's	⠍⠄⠎	10.1.2
Mortimer	⠠⠍⠕⠗⠞⠊⠍⠻	10.7.8
motheaten	⠍⠕⠹⠂⠞⠢	10.6.5, 10.11.6
mother-in-law	⠐⠍⠤⠔⠤⠇⠁⠺	10.5.3
motherly	⠐⠍⠇⠽	10.7.1
mother-of-pearl	⠐⠍⠤⠷⠤⠏⠑⠜⠇	10.7.1
mountain	⠍⠨⠞⠁⠔	10.8.1
mst file	⠍⠎⠞ ⠋⠊⠇⠑	10.9.6
Much Hadham	⠠⠍⠡ ⠠⠸⠓⠓⠁⠍	10.9.1
muffin	⠍⠥⠖⠔	10.6.5
Mulroney	⠠⠍⠥⠇⠗⠐⠕⠽	10.7.6
multimedia	⠍⠥⠇⠞⠊⠍⠫⠊⠁	10.7.8
multinomial	⠍⠥⠇⠞⠔⠕⠍⠊⠁⠇	10.11.5
mustn't	⠍⠌⠝⠄⠞	10.9.5
nameable	⠐⠝⠁⠃⠇⠑	10.7.5
named	⠐⠝⠙	10.10.2
Neapolitan	⠠⠝⠂⠏⠕⠇⠊⠞⠁⠝	10.6.5
nearly	⠝⠑⠜⠇⠽	10.10.5
nevertheless	⠝⠐⠑⠮⠨⠎	10.3.1, 10.7.4
Newhaven	⠠⠝⠑⠺⠓⠁⠧⠢	10.11.2
newsletter	⠝⠑⠺⠎⠇⠗	10.9.2
nightingale	⠝⠊⠣⠞⠬⠁⠇⠑	10.4.1
noblesse	⠝⠕⠃⠨⠎⠑	10.8.1
nongaseous	⠝⠕⠝⠛⠁⠎⠑⠳⠎	10.8.1
northeast	⠝⠕⠗⠹⠂⠌	10.3.1, 10.6.5, 10.11.1, 10.11.6
noticeable	⠝⠕⠞⠊⠉⠂⠃⠇⠑	10.11.7
noway	⠝⠕⠺⠁⠽	10.4.1
nth	⠝⠹	10.4.1
nuclear	⠝⠥⠉⠇⠑⠜	10.10.5
occupy	⠕⠒⠥⠏⠽	10.6.5
oceanic	⠕⠉⠂⠝⠊⠉	10.6.5
O'Connor	⠠⠕⠄⠠⠉⠕⠝⠝⠕⠗	10.6.2
oedema	⠕⠫⠑⠍⠁	10.4.1
Oedipus	⠠⠕⠫⠊⠏⠥⠎	10.11.9
offer	⠷⠋⠻	10.10.3
office	⠷⠋⠊⠉⠑	10.10.3
often	⠷⠞⠢	10.3.1
oleaginous	⠕⠇⠂⠛⠔⠳⠎	10.6.5, 10.11.7
oneness	⠐⠕⠰⠎	10.7.6, 10.10.2
one-ness	⠐⠕⠤⠝⠑⠎⠎	10.8.1
onerous	⠕⠝⠻⠳⠎	10.7.6, 10.10.7
one-sided	⠐⠕⠤⠎⠊⠙⠫	10.7.6
opponent	⠕⠏⠏⠕⠝⠢⠞	10.10.7
orangeade	⠕⠗⠁⠝⠛⠑⠁⠙⠑	10.11.7
orangery	⠕⠗⠁⠝⠛⠻⠽	10.11.7
orgeat	⠕⠗⠛⠂⠞	10.6.5
ornament	⠕⠗⠝⠁⠰⠞	10.7.5
orthopaedic	⠕⠗⠹⠕⠏⠁⠫⠊⠉	10.11.9
other	⠕⠮⠗	10.10.3
oughtn't	⠐⠳⠝⠄⠞	10.7.1
'ound	⠄⠳⠝⠙	10.4.1, 10.8.1
outcome	⠳⠞⠉⠕⠍⠑	10.2.1
out-of-the-way	⠳⠤⠷⠤⠮⠤⠺⠁⠽	10.2.1, 10.3.1
ow	⠪	10.4.1
ozbrl	⠰⠰⠕⠵⠃⠗⠇	10.9.9
paean	⠏⠁⠂⠝	10.6.5, 10.11.9
painstaking	⠏⠁⠔⠎⠞⠁⠅⠬	10.4.1, 10.11.1
pancreas	⠏⠁⠝⠉⠗⠂⠎	10.6.5
pandemic	⠏⠯⠑⠍⠊⠉	10.3.1
pandemonium	⠏⠯⠑⠍⠕⠝⠊⠥⠍	10.11.5
pandowdy	⠏⠯⠪⠙⠽	10.3.1
par	⠏⠜	10.4.1
parenthood	⠏⠜⠢⠞⠓⠕⠕⠙	10.4.1
partake	⠐⠏⠁⠅⠑	10.7.1
parterre	⠐⠏⠻⠗⠑	10.7.1
Parthenon	⠠⠏⠜⠮⠝⠕⠝	10.3.1, 10.7.1, 10.10.3
Parthian	⠠⠏⠜⠹⠊⠁⠝	10.10.7
part-time	⠐⠏⠤⠐⠞	10.7.1
party	⠐⠏⠽	10.7.1
passe-partout	⠏⠁⠎⠎⠑⠤⠐⠏⠳⠞	10.7.1
pastime	⠏⠁⠎⠐⠞	10.7.8
peaceable	⠏⠂⠉⠂⠃⠇⠑	10.6.5, 10.11.7
peanut	⠏⠂⠝⠥⠞	10.6.5
PenFriend	⠠⠏⠢⠠⠋⠗⠊⠢⠙	10.9.4
peoples	⠏⠑⠕⠏⠇⠑⠎	10.1.1
people's	⠏⠄⠎	10.1.2
perinatal	⠏⠻⠔⠁⠞⠁⠇	10.11.5
permeable	⠏⠻⠍⠂⠃⠇⠑	10.11.7
permeate	⠏⠻⠍⠂⠞⠑	10.11.7
persevere	⠏⠻⠎⠑⠧⠻⠑	10.7.4
persuasion	⠏⠻⠎⠥⠁⠨⠝	10.8.1
Pforzheimer	⠠⠏⠿⠵⠓⠑⠊⠍⠻	10.3.1
phoenix	⠏⠓⠕⠢⠊⠭	10.6.8, 10.11.9
phone	⠏⠓⠐⠕	10.7.6
phonetic	⠏⠓⠕⠝⠑⠞⠊⠉	10.7.6
photoflash	⠏⠓⠕⠞⠕⠋⠇⠁⠩	10.11.1
pianoforte	⠏⠊⠁⠝⠕⠿⠞⠑	10.3.1
pineapple	⠏⠔⠑⠁⠏⠏⠇⠑	10.6.5, 10.11.1
pioneer	⠏⠊⠕⠝⠑⠻	10.7.6
pity	⠏⠰⠽	10.8.1
pityard	⠏⠊⠞⠽⠜⠙	10.8.1
poisoned	⠏⠕⠊⠎⠕⠝⠫	10.7.6, 10.10.7
pongee	⠏⠰⠛⠑⠑	10.8.1
popedom	⠏⠕⠏⠫⠕⠍	10.11.7
Port Said	⠠⠏⠕⠗⠞ ⠠⠎⠙	10.9.1
Portlittle	⠠⠏⠕⠗⠞⠇⠊⠞⠞⠇⠑	10.9.3
posthumous	⠏⠕⠌⠓⠥⠍⠳⠎	10.10.8
preamble	⠏⠗⠑⠁⠍⠃⠇⠑	10.6.7
preamplifier	⠏⠗⠑⠁⠍⠏⠇⠊⠋⠊⠻	10.11.4
predate	⠏⠗⠫⠁⠞⠑	10.11.5
predated	⠏⠗⠫⠁⠞⠫	10.4.1
predecease	⠏⠗⠫⠑⠉⠂⠎⠑	10.11.5
predecessor	⠏⠗⠫⠑⠉⠑⠎⠎⠕⠗	10.11.5
predestine	⠏⠗⠫⠑⠌⠔⠑	10.11.5
predicament	⠏⠗⠫⠊⠉⠁⠰⠞	10.11.5
prediction	⠏⠗⠫⠊⠉⠰⠝	10.11.5
predominate	⠏⠗⠫⠕⠍⠔⠁⠞⠑	10.11.5
prenatal	⠏⠗⠢⠁⠞⠁⠇	10.6.8
prerequisite	⠏⠗⠻⠑⠟⠥⠊⠎⠊⠞⠑	10.11.5
prerogative	⠏⠗⠻⠕⠛⠁⠞⠊⠧⠑	10.11.5
prisoner	⠏⠗⠊⠎⠕⠝⠻	10.10.7
profane	⠏⠗⠷⠁⠝⠑	10.3.1
profanity	⠏⠗⠷⠁⠝⠰⠽	10.11.5
professor	⠏⠗⠷⠑⠎⠎⠕⠗	10.11.5
proffer	⠏⠗⠷⠋⠻	10.10.3
profile	⠏⠗⠷⠊⠇⠑	10.3.1, 10.11.5
profoundly	⠏⠗⠷⠨⠙⠇⠽	10.11.5
profusion	⠏⠗⠷⠥⠨⠝	10.11.5
prong	⠏⠗⠰⠛	10.8.1
proofread	⠏⠗⠕⠷⠗⠂⠙	10.3.1
prounion	⠏⠗⠕⠥⠝⠊⠕⠝	10.11.5
psst	⠏⠎⠌	10.4.1
queen	⠟⠥⠑⠢	10.6.8
questionnaire	⠐⠟⠝⠁⠊⠗⠑	10.7.1
Quickbraille	⠠⠟⠥⠊⠉⠅⠨⠂⠃⠗⠁⠊⠇⠇⠑	10.9.3
quicker	⠟⠅⠻	10.9.2
quickly	⠟⠅⠇⠽	10.9.2
Quicksburg	⠠⠟⠅⠎⠃⠥⠗⠛	10.9.3
QuickTime	⠠⠟⠅⠠⠐⠞	10.9.4
quick-witted	⠟⠅⠤⠺⠊⠞⠞⠫	10.9.1
rabbi	⠗⠁⠆⠊	10.6.5
rabbity	⠗⠁⠆⠊⠞⠽	10.8.3, 10.11.7
ransomed	⠗⠁⠝⠎⠕⠍⠫	10.7.7
rateable	⠗⠁⠞⠂⠃⠇⠑	10.11.7
rationally	⠗⠁⠰⠝⠁⠇⠇⠽	10.8.1
rawhide	⠗⠁⠺⠓⠊⠙⠑	10.4.1, 10.11.1
reaction	⠗⠑⠁⠉⠰⠝	10.6.7
readjust	⠗⠑⠁⠙⠚⠥⠌	10.11.4
really	⠗⠂⠇⠇⠽	10.6.5
reappoint	⠗⠑⠁⠏⠏⠕⠔⠞	10.11.4
reassure	⠗⠑⠁⠎⠎⠥⠗⠑	10.11.4
rebrailled	⠗⠑⠃⠗⠇⠙	10.9.2
re-connect	⠗⠑⠤⠒⠝⠑⠉⠞	10.6.1
redact	⠗⠫⠁⠉⠞	10.11.5
rededicate	⠗⠫⠫⠊⠉⠁⠞⠑	10.11.5
redeemable	⠗⠫⠑⠑⠍⠁⠃⠇⠑	10.11.5
redistribute	⠗⠫⠊⠌⠗⠊⠃⠥⠞⠑	10.4.1
redistribution	⠗⠫⠊⠌⠗⠊⠃⠥⠰⠝	10.11.6
redouble	⠗⠫⠳⠃⠇⠑	10.11.5
renamed	⠗⠑⠐⠝⠙	10.7.5
renege	⠗⠢⠑⠛⠑	10.11.5
renegotiate	⠗⠢⠑⠛⠕⠞⠊⠁⠞⠑	10.11.5
renew	⠗⠢⠑⠺	10.6.8
renewable	⠗⠢⠑⠺⠁⠃⠇⠑	10.11.5
renumber	⠗⠢⠥⠍⠃⠻	10.11.5
repaid	⠗⠑⠏⠙	10.9.2
reread	⠗⠻⠂⠙	10.11.5
reroute	⠗⠻⠳⠞⠑	10.4.1
retroflex	⠗⠑⠞⠗⠕⠋⠇⠑⠭	10.11.5
reverberate	⠗⠑⠧⠻⠃⠻⠁⠞⠑	10.7.4
revere	⠗⠑⠧⠻⠑	10.7.4
reverend	⠗⠐⠑⠢⠙	10.7.4
reverify	⠗⠑⠧⠻⠊⠋⠽	10.7.4
riboflavin	⠗⠊⠃⠕⠋⠇⠁⠧⠔	10.11.5
riflery	⠗⠊⠋⠇⠻⠽	10.4.1
righteous	⠐⠗⠑⠳⠎	10.7.1
right-handed	⠐⠗⠤⠓⠯⠫	10.7.1
robb'd	⠗⠕⠃⠃⠄⠙	10.6.5
roof	⠗⠕⠷	10.3.1
Rooney	⠠⠗⠕⠕⠝⠑⠽	10.7.6
rotation	⠗⠕⠞⠁⠰⠝	10.8.1
Rountree	⠠⠗⠨⠞⠗⠑⠑	10.8.1
saccharine	⠎⠁⠉⠡⠜⠔⠑	10.6.5, 10.10.5
Sanday	⠠⠎⠯⠁⠽	10.7.1
Saunders	⠠⠎⠁⠥⠝⠙⠻⠎	10.7.9
savagery	⠎⠁⠧⠁⠛⠻⠽	10.11.7
Schoenberg	⠠⠎⠡⠕⠢⠃⠻⠛	10.11.9
scone	⠎⠉⠐⠕	10.7.6
scythe	⠎⠉⠽⠮	10.3.1
sea-green	⠎⠑⠁⠤⠛⠗⠑⠢	10.6.5
seaman	⠎⠂⠍⠁⠝	10.11.8
Seamus	⠠⠎⠂⠍⠥⠎	10.6.5
Sean	⠠⠎⠂⠝	10.6.5
seashore	⠎⠂⠩⠕⠗⠑	10.6.5, 10.11.8
Seattle	⠠⠎⠂⠞⠞⠇⠑	10.6.5
sedate	⠎⠫⠁⠞⠑	10.11.5
self-discipline	⠎⠑⠇⠋⠤⠲⠉⠊⠏⠇⠔⠑	10.6.1
self-induced	⠎⠑⠇⠋⠤⠔⠙⠥⠉⠫	10.6.8
sentiment	⠎⠢⠞⠊⠰⠞	10.7.8
several	⠎⠐⠑⠁⠇	10.7.4
severity	⠎⠑⠧⠻⠰⠽	10.7.4
Severn	⠠⠎⠐⠑⠝	10.7.4
sh	⠎⠓	10.4.2
shadow	⠩⠁⠙⠪	10.7.3, 10.10.7
shallot	⠩⠁⠇⠇⠕⠞	10.2.1
shallow	⠩⠁⠇⠇⠪	10.2.1
shanghai	⠩⠁⠝⠛⠓⠁⠊	10.4.1
shanghaied	⠩⠁⠝⠛⠓⠁⠊⠫	10.11.2
sheer	⠩⠑⠻	10.4.1
Sheffield	⠠⠩⠑⠖⠊⠑⠇⠙	10.6.5
sheriffs	⠩⠻⠊⠖⠎	10.6.5
sheriff's	⠩⠻⠊⠋⠋⠄⠎	10.6.5
shhh	⠩⠓⠓	10.4.2
shilly-shally	⠩⠊⠇⠇⠽⠤⠩⠁⠇⠇⠽	10.2.1
shut-ins	⠩⠥⠞⠤⠔⠎	10.6.8
silenceable	⠎⠊⠇⠰⠑⠁⠃⠇⠑	10.10.6
silenced	⠎⠊⠇⠰⠑⠙	10.8.1
